商品代码,商品名称,商品规格代码,商品规格名称,商品标签,仓库,数量,商品单位,库存重量,可销数,可销售天数,在途数,安全库存下限,安全库存上限,订单占用数,可配数,未付款数,锁定数,库位,商品条码,商品简称,商品备注,规格备注,库存状态,商品分类,商品税号,供应商,保质期,有效日期,生产日期,供应商货号,品牌,商品建档日期,箱规,标准进价,最新采购价,最新采购供应商,成本价格,销售价格,成本总金额,销售总金额,近3日销量,近7日销量,近15日销量,近30日销量
022111060050016	,山东舰马甲黑色-XL	,,	,服饰类	,荣造仓	,0,,0.0,0, 	,23.0,10,1000,0.0,0,0,0.0,,022111060050016	,	,	,,,服装	,	,,,,,,,2021-12-20 17:57:02,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
022131060050013	,山东舰速干T黑色-XL	,,	,	,公司仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,022131060050013	,	,	,,,,	,,,,,,荣造	,2021-12-20 17:57:13,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
022135020050018	,山东舰皮肤衣藏蓝色-XL	,,	,服饰类	,公司仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,022135020050018	,	,	,,,,	,,,,,,,2021-12-20 17:57:39,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
022131010050013	,山东舰速干T麻灰色-XL	,,	,	,公司仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,022131010050013	,	,	,,,,	,,,,,,荣造	,2021-12-20 17:57:10,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
022135010050012	,山东舰棉T宝蓝色-XL	,,	,服饰类	,荣造仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,022135010050012	,	,	,,,服装	,	,,,,,,荣造	,2021-12-20 17:56:40,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
032101060002005	,盒套/367舰载熊猫 钢笔EF 黑色（2支墨囊）	,,	,非服饰	,荣造仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,6935295038190	,	,,,,其他	,,,,,,,,2021-12-20 17:57:58,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
022115020050016	,山东舰马甲藏青色-XL	,,	,服饰类	,公司仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,022115020050016	,	,	,,,服装	,	,,,,,,,2021-12-20 17:57:04,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
020032060050012	,山东舰棉T红色-XL军用	,,	,服饰类	,荣造仓	,78,,0.0,78, 	,23.0,10,1000,0.0,78,0,0.0,,020032060050012	,	,	,,,服装	,	,,,,,,,2021-12-20 17:56:55,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,1,1
022132090030022	,山东舰舰载飞行熊猫T粉色-M	,,	,服饰类	,公司仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,022132090030022	,	,	,,,,	,,,,,,,2021-12-20 17:57:26,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
032105120002012	,笔记本礼盒/H605D宝珠笔 蓝色	,,	,非服饰	,公司仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,032105120002012	,	,	,,,其他	,	,,,,,,,2021-12-20 17:58:00,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
032100020002014	,笔记本礼盒/H605D宝珠笔 银色	,,	,非服饰	,公司仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,032100020002014	,	,	,,,其他	,	,,,,,,,2021-12-20 17:58:01,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
062131150003004	,舰载航空兵C变色款砂篮框透明变灰	,,	,非服饰	,森宝一件代发	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,062131150003004	,	,,,,其他	,,,,,,,,2021-12-20 17:58:07,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
012100000005003	,ＰＲＢＯＸ礼盒	,,	,非服饰	,北京仓	,0,,0.0,0, 	,1.0,10,1000,0.0,0,0,0.0,,012100000005003	,	,	,,,其他	,	,,,,,,荣造	,2021-12-20 17:58:09,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
022115020040021	,山东舰飞行夹克-L	,,	,服饰类	,公司仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,022115020040021	,	,	,,,,	,,,,,,,2021-12-20 17:57:18,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
032103010002006	,盒套/367舰载熊猫 钢笔EF 黄色（2支墨囊）	,,	,非服饰	,荣造仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,6935295038183	,	,,,,其他	,,,,,,,,2021-12-20 17:57:58,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
032101060002009	,笔记本礼盒/H605D铱金笔 黑色	,,	,非服饰	,荣造仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,6935965542439	,	,	,,,其他	,	,,,,,,,2021-12-20 17:57:59,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
022115020040016	,山东舰马甲藏青色-L	,,	,	,荣造仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,022115020040016	,	,	,,,服装	,	,,,,,,,2021-12-20 17:57:03,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
022135120600002	,山东舰主舰帽60CM	,,	,服饰类	,公司仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,022135120600002	,	,	,,,舰帽	,	,,,,,,,2021-12-20 17:56:14,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
042100003451001	,山东舰大模型	,,	,非服饰	,公司仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,6970556354923	,	,	,,,其他	,	,,,,,,,2021-12-20 17:58:02,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
022131020600004	,山东舰夏季款主舰帽60CM	,,	,服饰类	,公司仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,022131020600004	,	,	,,,舰帽	,	,,,,,,,2021-12-20 17:56:34,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
042100000851006	,航空文创正版授权产品-（直-18通用直升机）	,,	,非服饰	,荣造仓	,0,,0.0,-1, 	,0.0,10,1000,1.0,0,0,0.0,,6970556355005	,	,	,,,其他	,	,,,,,,,2021-12-20 17:58:04,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
032101060002001	,笔墨套/H707B 金笔10K 明尖 黑色(209山东舰墨水礼盒）	,,	,非服饰	,荣造仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,6935965501948	,	,,,,其他	,,,,,,,,2021-12-20 17:57:57,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
022132030580003	,山东舰飞织舰帽酒红58CM	,,	,服饰类	,荣造仓	,357,,0.0,353, 	,667.0,10,1000,4.0,356,0,0.0,,022132030580003	,	,	,,,舰帽	,	,,,,,,,2021-12-20 17:56:38,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,3,4,10
022141020540004	,山东舰夏季儿童主舰帽54CM	,,	,服饰类	,英雄一件代发	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,022141020540004	,	,	,,,舰帽	,	,,,,,,,2021-12-20 17:57:29,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
022131020600005	,山东舰热熔款舰帽浅灰色60CM	,,	,服饰类	,公司仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,022131020600005	,	,	,,,舰帽	,	,,,,,,荣造	,2021-12-20 17:56:34,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
022131020580005	,山东舰热熔款舰帽浅灰色58CM	,,	,服饰类	,公司仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,022131020580005	,	,	,,,舰帽	,	,,,,,,荣造	,2021-12-20 17:56:33,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
032108110002007	,盒套/367舰载熊猫 钢笔EF 马卡龙绿（2支墨囊）	,,	,非服饰	,荣造仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,6935295038152	,	,	,,,其他	,	,,,,,,,2021-12-20 17:57:58,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
032100020002010	,笔记本礼盒/H605D铱金笔 银色	,,	,非服饰	,荣造仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,6935965542453	,	,	,,,其他	,	,,,,,,,2021-12-20 17:58:00,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
032105120002012	,笔记本礼盒/H605D宝珠笔 蓝色	,,	,非服饰	,荣造仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,032105120002012	,	,	,,,其他	,	,,,,,,,2021-12-20 17:58:00,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
022145021200041	,舰载熊猫儿童速干T藏蓝色-120	,,	,服饰类	,英雄一件代发	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,022145021200041	,	,	,,,,	,,,,,,荣造	,2021-12-20 17:57:50,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
042100000981005	,【航空文创正版授权-歼-15舰载战斗机】	,,	,非服饰	,英雄一件代发	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,6970556355012	,	,	,,,其他	,	,,,,,,,2021-12-20 17:58:03,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
012100000006007	,服役纪念盘铜盘	,,	,	,荣造仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,012100000006007	,	,,,,其他	,,,,,,,,2021-12-20 17:58:08,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
052101030004001	,EH112S 圆点蓝牙机械键盘 山东舰	,,	,	,荣造仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,6922694812216	,	,	,,,其他	,	,,,,,,,2021-12-20 17:58:02,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
032105120002008	,笔记本礼盒/H605D铱金笔 蓝色	,,	,非服饰	,公司仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,6935965542446	,	,	,,,其他	,	,,,,,,,2021-12-20 17:57:59,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
042100000631004	,山东舰文创正版授权-（领航书）	,,	,非服饰	,英雄一件代发	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,6970556355265	,	,,,,其他	,,,,,,,,2021-12-20 17:58:03,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
052101030004002	,EP115 薯片蓝牙鼠标 山东舰	,,	,	,荣造仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,6922694811622	,	,	,,,其他	,	,,,,,,,2021-12-20 17:58:02,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
022131060050012	,山东舰棉T黑色-XL	,,	,服饰类	,荣造仓	,1,,0.0,1, 	,20.0,10,1000,0.0,1,0,0.0,,022131060050012	,	,	,,,服装	,	,,,,,,荣造	,2021-12-20 17:56:36,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
022132060050012	,山东舰棉T红色-XL	,,	,	,荣造仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,022132060050012	,	,	,,,服装	,	,,,,,,,2021-12-20 17:56:39,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
022145121100015	,山东舰帽衫儿童藏蓝色-110	,,	,服饰类	,公司仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,022145121100015	,	,	,,,服装	,	,,,,,,,2021-12-20 17:57:37,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
072100000061010	,Meng1：700山东舰模型（PS-006　1：700中国海军山东舰）	,,	,非服饰	,公司仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,072100000061010	,	,,,,其他	,,,,,,,,2021-12-20 17:58:05,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
012101020001012	,小飞鲨	,,	,非服饰	,公司仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,012101020001012	,	,	,,,,	,,,,,,,2021-12-20 17:58:06,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
042100000631004	,山东舰文创正版授权-（领航书）	,,	,非服饰	,荣造仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,6970556355265	,	,,,,其他	,,,,,,,,2021-12-20 17:58:03,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
022115020040026	,山东舰中国航母长袖T-L	,,	,服饰类	,公司仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,022115020040026	,	,	,,,,	,,,,,,,2021-12-20 17:57:48,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
012100000005004	,两周年ｐｉｎ	,,	,非服饰	,公司仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,012100000005004	,	,	,,,,	,,,,,,,2021-12-20 17:58:09,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
032102210002003	,盒套/367舰载熊猫 钢笔EF 马卡龙粉（2支墨囊）	,,	,	,荣造仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,6935295038176	,	,	,,,其他	,	,,,,,,,2021-12-20 17:57:57,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
022115020040025	,山东舰厚款飞行夹克-L	,,	,	,公司仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,022115020040025	,	,	,,,,	,,,,,,,2021-12-20 17:57:46,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
022111060040016	,山东舰马甲黑色-L	,,	,服饰类	,公司仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,022111060040016	,	,	,,,服装	,	,,,,,,,2021-12-20 17:57:02,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
022122090030015	,山东舰帽衫粉白色-M	,,	,服饰类	,公司仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,022122090030015	,	,	,,,服装	,	,,,,,,,2021-12-20 17:57:07,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
042100000451003	,山东舰文创正版授权-Q版山东舰	,,	,非服饰	,荣造仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,6970556355159	,山东舰文创正版授权-Q版山东舰	,	,,,其他	,	,,,,,,,2021-12-20 17:58:03,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
022131020580005	,山东舰热熔款舰帽浅灰色58CM	,,	,服饰类	,荣造仓	,1,,0.0,1, 	,211.0,10,1000,0.0,1,0,0.0,,022131020580005	,	,	,,,舰帽	,	,,,,,,荣造	,2021-12-20 17:56:33,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
022115200040015	,山东舰帽衫藏蓝色-L	,,	,服饰类	,公司仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,022115200040015	,	,	,,,服装	,	,,,,,,荣造	,2021-12-20 17:57:05,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
022135020580003	,山东舰飞织舰帽藏蓝58CM	,,	,服饰类	,荣造仓	,176,,0.0,176, 	,929.0,10,1000,0.0,176,0,0.0,,022135020580003	,	,	,,,舰帽	,	,,,,,,,2021-12-20 17:56:41,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,5,10,41
022115020040024	,山东舰卫裤藏蓝色-L	,,	,服饰类	,公司仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,022115020040024	,	,	,,,,	,,,,,,,2021-12-20 17:58:12,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
022131070580003	,山东舰飞织舰帽黑金58CM	,,	,服饰类	,公司仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,022131070580003	,	,	,,,舰帽	,	,,,,,,,2021-12-20 17:56:14,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
022132030570003	,山东舰飞织舰帽酒红57CM	,,	,服饰类	,荣造仓	,289,,0.0,288, 	,219.0,10,1000,1.0,288,0,0.0,,022132030570003	,	,	,,,舰帽	,	,,,,,,,2021-12-20 17:56:37,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,1,1,8
032101060002001	,笔墨套/H707B 金笔10K 明尖 黑色(209山东舰墨水礼盒）	,,	,非服饰	,公司仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,6935965501948	,	,,,,其他	,,,,,,,,2021-12-20 17:57:57,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
032105120002008	,笔记本礼盒/H605D铱金笔 蓝色	,,	,非服饰	,荣造仓	,1,,0.0,0, 	,0.0,10,1000,1.0,1,0,0.0,,6935965542446	,	,	,,,其他	,	,,,,,,,2021-12-20 17:57:59,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
022145121300015	,山东舰帽衫儿童藏蓝色-130	,,	,	,荣造仓	,14,,0.0,13, 	,77.0,10,1000,1.0,13,0,0.0,,022145121300015	,	,	,,,服装	,	,,,,,,,2021-12-20 17:57:37,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,1,2,3,3
042100000981005	,【航空文创正版授权-歼-15舰载战斗机】	,,	,非服饰	,荣造仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,6970556355012	,	,	,,,其他	,	,,,,,,,2021-12-20 17:58:03,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
022135120570002	,山东舰主舰帽57CM	,,	,服饰类	,公司仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,022135120570002	,	,	,,,舰帽	,	,,,,,,,2021-12-20 17:56:13,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
022131070570003	,山东舰飞织舰帽黑金57CM	,,	,服饰类	,公司仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,022131070570003	,	,	,,,舰帽	,	,,,,,,,2021-12-20 17:56:14,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
042100000291008	,航空文创正版授权产品-（直-18通用直升机 Q版）	,,	,非服饰	,荣造仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,6970556355029	,	,	,,,其他	,	,,,,,,,2021-12-20 17:58:05,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
032101060002002	,笔墨套/H707B 明尖F 黑色（209山东舰墨水礼盒）	,,	,非服饰	,公司仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,6935965505793	,	,,,,其他	,,,,,,,,2021-12-20 17:57:57,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
022145120540002_423955114046	,[已停用]山东舰主舰帽儿童款54CM	,,	,服饰类	,公司仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,022145120540002	,	,	,,,,	,,,,,,,2021-12-20 17:56:13,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
022132090020022	,山东舰舰载飞行熊猫T粉色-S	,,	,服饰类	,公司仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,022132090020022	,	,	,,,,	,,,,,,,2021-12-20 17:57:25,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
022122090050015	,山东舰帽衫粉白色-XL	,,	,服饰类	,荣造仓	,17,,0.0,17, 	,13.0,10,1000,0.0,17,0,0.0,,022122090050015	,	,	,,,服装	,	,,,,,,,2021-12-20 17:57:07,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,1
022115020050021	,山东舰飞行夹克-XL	,,	,服饰类	,公司仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,022115020050021	,	,	,,,,	,,,,,,,2021-12-20 17:57:19,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
012100000005004	,两周年ｐｉｎ	,,	,非服饰	,英雄一件代发	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,012100000005004	,	,	,,,,	,,,,,,,2021-12-20 17:58:09,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
022132090010022	,山东舰舰载飞行熊猫T粉色-XS	,,	,服饰类	,公司仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,022132090010022	,	,	,,,,	,,,,,,,2021-12-20 17:57:25,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
022131020580008	,舰载飞行帽子58CM	,,	,服饰类	,公司仓	,0,,0.0,0, 	,540.0,10,1000,0.0,0,0,0.0,,022131020580008	,	,,,,,,,,,,,,2021-12-20 17:56:33,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
022135090600003	,山东舰飞织舰帽蓝白60CM	,,	,服饰类	,荣造仓	,441,,0.0,440, 	,120.0,10,1000,1.0,440,0,0.0,,022135090600003	,	,	,,,舰帽	,	,,,,,,,2021-12-20 17:56:43,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,3,3,3
022115200030015	,山东舰帽衫藏蓝色-M	,,	,服饰类	,荣造仓	,186,,0.0,184, 	,89.0,10,1000,2.0,184,1,0.0,,022115200030015	,	,	,,,服装	,	,,,,,,荣造	,2021-12-20 17:57:05,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
042100003451002	,山东舰正版授权-075两栖攻击舰（海南舰）	,,	,非服饰	,荣造仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,6970556356040	,	,	,,,其他	,	,,,,,,,2021-12-20 17:58:03,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
042100003451001	,山东舰大模型	,,	,非服饰	,荣造仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,6970556354923	,	,	,,,其他	,	,,,,,,,2021-12-20 17:58:02,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
020030010040012	,山东舰棉T白色-L军用	,,	,	,荣造仓	,1,,0.0,0, 	,216.0,10,1000,1.0,0,0,0.0,,020030010040012	,	,,,,服装	,,,,,,,,2021-12-20 17:56:45,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
020031060060012	,山东舰棉T黑色-2XL军用	,,	,服饰类	,荣造仓	,0,,0.0,0, 	,6.0,10,1000,0.0,0,0,0.0,,020031060060012	,	,,,,服装	,,,,,,,,2021-12-20 17:56:53,0.0,0.00,0.00,南通冠洲国际贸易有限公司,0.00,0.00,0.00,0.00,0,0,0,0
022135020070018	,山东舰皮肤衣藏蓝色-3XL	,,	,	,荣造仓	,99,,0.0,99, 	,27.0,10,1000,0.0,99,0,0.0,,022135020070018	,	,	,,,,	,,,,,,,2021-12-20 17:57:39,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,1,2,2
012101020001012	,小飞鲨	,,	,非服饰	,荣造仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,012101020001012	,	,	,,,,	,,,,,,,2021-12-20 17:58:06,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
012135120005005	,礼品袋	,,	,非服饰	,荣造仓	,60,,0.0,60, 	,0.0,10,1000,0.0,60,0,0.0,,012135120005005	,	,	,,,,	,,,,,,,2021-12-29 13:13:38,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
02215120080041	,17中长款羽绒服4xl	,,	,服饰类	,荣造仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,02215120080041	,	,	,,,,	,,,,,,,2021-12-23 10:47:36,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
022145021600041	,舰载熊猫儿童速干T藏蓝色-160	,,	,服饰类	,荣造仓	,85,,0.0,85, 	,157.0,10,1000,0.0,85,0,0.0,,022145021600041	,	,	,,,,	,,,,,,荣造	,2021-12-20 17:57:51,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
022135020060018	,山东舰皮肤衣藏蓝色-2XL	,,	,服饰类	,荣造仓	,254,,0.0,253, 	,53.0,10,1000,1.0,253,0,0.0,,022135020060018	,	,	,,,,	,,,,,,,2021-12-20 17:57:39,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
02215120070041	,17中长款羽绒服3xl	,,	,	,荣造仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,02215120070041	,	,	,,,,	,,,,,,,2021-12-23 10:47:36,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
022115020080017	,山东舰POLO衫蓝色-4XL	,,	,服饰类	,荣造仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,022115020080017	,	,	,,,,	,,,,,,,2021-12-20 17:57:20,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
022115020070017	,山东舰POLO衫蓝色-3XL	,,	,服饰类	,荣造仓	,0,,0.0,0, 	,0.0,10,1000,0.0,0,0,0.0,,022115020070017	,	,	,,,,	,,,,,,,2021-12-20 17:57:20,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
022115020050017	,山东舰POLO衫蓝色-XL	,,	,服饰类	,荣造仓	,2,,0.0,1, 	,170.0,10,1000,1.0,1,0,0.0,,022115020050017	,	,	,,,,	,,,,,,,2021-12-20 17:57:19,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
022115020090017	,山东舰POLO衫蓝色-5XL	,,	,	,荣造仓	,0,,0.0,0, 	,37.0,10,1000,0.0,0,0,0.0,,022115020090017	,	,	,,,,	,,,,,,,2021-12-20 17:57:21,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
022115020060017	,山东舰POLO衫蓝色-2XL	,,	,服饰类	,荣造仓	,1,,0.0,0, 	,3.0,10,1000,1.0,0,0,0.0,,022115020060017	,	,	,,,,	,,,,,,,2021-12-20 17:57:19,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
022115020040017	,山东舰POLO衫蓝色-L	,,	,服饰类	,荣造仓	,19,,0.0,19, 	,177.0,10,1000,0.0,19,0,0.0,,022115020040017	,	,	,,,,	,,,,,,,2021-12-20 17:57:18,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
022130010030013	,山东舰速干T白色-M	,,	,服饰类	,荣造仓	,49,,0.0,49, 	,73.0,10,1000,0.0,49,0,0.0,,022130010030013	,	,	,,,,	,,,,,,荣造	,2021-12-20 17:57:08,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
022130010020013	,山东舰速干T白色-S	,,	,服饰类	,荣造仓	,10,,0.0,10, 	,44.0,10,1000,0.0,10,0,0.0,,022130010020013	,	,	,,,,	,,,,,,荣造	,2021-12-20 17:57:08,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
